Scientific name	Lat	Lng	Date	Id	Geoprivacy	Quality grade
Chloraea	-33.56346111	-70.39588056	2014-10-05	46973859	None	needs_id
Rhopospina fruticeti	-33.58118787	-70.39443143	2020-05-15	46397079	open	research
Sephanoides sephaniodes	-33.58146496	-70.39463729	2020-05-08	45298554	open	research
Phrygilus gayi	-33.58117642	-70.39454643	2020-05-02	44644740	open	research
Liolaemus lemniscatus	-33.5814334	-70.39466746	2020-04-05	41455809	None	research
Phytotoma rara	-33.5815806	-70.39483745	2020-03-20	40290675	open	research
Amydetinae	-33.58125639	-70.39446762	2019-12-29	37085116	None	needs_id
Microdon violaceus	-33.57131989	-70.39864818	2019-11-24	36740786	None	research
Calendyma chiliensis	-33.5711989	-70.39898818	2019-11-24	36678216	None	research
Lasionota minor	-33.57144374	-70.39919523	2019-11-24	36678169	None	research
Saropogon gayi	-33.57254815	-70.39974565	2019-11-24	36678096	None	research
Gerstaeckerella chilensis	-33.57176551	-70.39932713	2019-11-24	36678009	None	research
Tyndaris planata	-33.57152588	-70.39853392	2019-11-24	36677976	None	research
Angiospermae	-33.5696689	-70.38143984	2019-08-31	35038235	None	needs_id
Acarospora socialis	-33.5691046	-70.38199774	2019-08-31	35038234	None	research
Orchidaceae	-33.56969237	-70.38231961	2019-08-31	35038233	None	needs_id
Rusavskia elegans	-33.57062206	-70.38279167	2019-08-31	35038232	None	needs_id
Tropaeolum tricolor	-33.57113604	-70.38144001	2019-08-31	35038228	None	research
Lasionota conjuncta	-33.57341003	-70.3998119	2019-01-07	32838007	None	research
Ctenoderus oyarcei	-33.57327125	-70.39909133	2019-01-07	32836513	None	needs_id
Callopistes maculatus	-33.55650954	-70.37742119	2019-03-17	21670448	None	research
Pycnothelidae	-33.55434333	-70.39799833	2014-08-31	19537016	None	needs_id
Myrmeleontidae	-33.55501824	-70.39444654	2014-08-27	16734676	None	needs_id
Liolaemus nitidus	-33.55464621	-70.39760113	2016-01-03	9702692	None	research
Tropaeolum tricolor	-33.57113604	-70.38144001	2019-08-31	35038228	None	research
Lasionota conjuncta	-33.57341003	-70.3998119	2019-01-07	32838007	None	research
Ctenoderus oyarcei	-33.57327125	-70.39909133	2019-01-07	32836513	None	needs_id
Callopistes maculatus	-33.55650954	-70.37742119	2019-03-17	21670448	None	research
Pycnothelidae	-33.55434333	-70.39799833	2014-08-31	19537016	None	needs_id
Myrmeleontidae	-33.55501824	-70.39444654	2014-08-27	16734676	None	needs_id
Liolaemus nitidus	-33.55464621	-70.39760113	2016-01-03	9702692	None	research
