Scientific name,Lat,Lng,Date,Id,Geoprivacy,Quality grade
Lithraea caustica,-33.58416593,-70.36491137,2021-02-15,69638590,open,research
Apis mellifera,-33.58413101,-70.36391828,2021-02-15,69620731,None,research
Curaeus curaeus curaeus,-33.58422095,-70.36456604,2021-02-12,69453840,open,research
Psyllobora picta,-33.58396985,-70.36447048,2021-02-11,69451669,None,research
Polistes buyssoni,-33.58405337,-70.36391761,2021-02-10,69369428,None,research
Leptoglossus chilensis,-33.58400086,-70.36390521,2021-02-10,69366861,None,research
Naupactus leucoloma,-33.58420922,-70.36442757,2021-02-10,69366754,None,research
Colliguaja odorifera,-33.58431229,-70.36617301,2021-02-09,69325736,None,research
Colletia spinosissima,-33.58384193,-70.36425557,2021-02-09,69304101,open,research
Rachiptera limbata,-33.57991026,-70.36237769,2021-02-07,69281549,None,research
Quillaja saponaria,-33.58457176,-70.36480442,2021-02-08,69261493,open,research
Vespula germanica,-33.58396119,-70.36447652,2021-02-08,69259923,None,research
Rhyephenes humeralis,-33.58415336,-70.36471993,2021-02-08,69257458,None,research
Kageneckia oblonga,-33.58080744,-70.36293391,2021-02-07,69230440,open,research
Adiantum chilense,-33.58161663,-70.36368627,2021-02-07,69229469,None,research
Escallonia illinita,-33.57655691,-70.35956807,2021-02-07,69229390,None,research
Cryptocarya alba,-33.57976082,-70.36106542,2021-02-07,69225671,open,research
Porlieria chilensis,-33.58018651,-70.36211014,2021-02-07,69224398,None,research
Thylamys elegans,-33.58125742,-70.39464232,2021-02-07,69210192,open,research
Liolaemus tenuis,-33.55115067,-70.39873108,2021-01-11,69206059,open,research
Zephyranthes advena,-33.58408549,-70.36351629,2021-02-06,69159987,None,research
Cichorium intybus,-33.58424832,-70.36423042,2021-02-05,69085245,None,research
Harmonia axyridis,-33.58408158,-70.3640943,2021-02-04,69059293,None,research
Cryptocarya alba,-33.58431564,-70.36414996,2021-02-04,69058155,open,research
Polistes buyssoni,-33.58404582,-70.363812,2021-02-04,69054760,None,research
Xylocopa splendidula,-33.58392991,-70.36381166,2021-02-02,69022279,None,research
Leptoglossus occidentalis,-33.58449803,-70.3648309,2021-02-03,69022063,None,research
Lasiurus varius,-33.572884,-70.404336,2015-12-20,67932454,open,research
Escallonia illinita,-33.57222824,-70.40188093,2021-01-07,67850383,None,research
Abrocoma bennettii,-33.58133954,-70.39471038,2021-01-03,67529551,open,research
Liolaemus lemniscatus,-33.58135826,-70.39465372,2021-01-02,67458499,None,research
Liolaemus,-33.58140351,-70.39456554,2021-01-01,67428397,None,research
Gavilea longibracteata,-33.54131283,-70.40337633,2020-10-01,67272182,None,research
Pasithea caerulea,-33.53285994,-70.40707539,2020-10-01,67271631,None,research
Liolaemus chiliensis,-33.58141077,-70.39461315,2020-12-17,66731734,open,research
Philodryas chamissonis,-33.58132251,-70.39456487,2020-12-17,66731640,open,research
Liolaemus chiliensis,-33.58130435,-70.39461751,2020-12-05,66622612,open,research
Liolaemus lemniscatus,-33.58139736,-70.39448708,2020-12-06,66622548,None,research
Liolaemus lemniscatus,-33.58121497,-70.39447937,2020-12-15,66622450,None,research
Liolaemus chiliensis,-33.5815778,-70.39453771,2020-12-01,65996770,open,research
Liolaemus tenuis,-33.58131161,-70.39457124,2020-11-29,65843966,open,research
Alstroemeria ligtu simsii,-33.5770762,-70.3919169,2020-11-19,65636494,None,research
Tropaeolum tricolor,-33.53394789,-70.40394781,2020-10-01,65071230,None,research
Bubo magellanicus,-33.5785,-70.37711333,2020-11-14,64988271,open,research
Chirgus fides,-33.54099579,-70.401615,2020-10-29,64725160,None,research
Mitrodetus dentitarsis,-33.54374329,-70.40285449,2020-11-05,64712580,None,research
Liolaemus chiliensis,-33.56925593,-70.39716294,2020-02-02,64067461,None,research
Elaenia albiceps chilensis,-33.58136859,-70.3945243,2020-10-28,63726509,open,research
Rhopospina fruticeti,-33.58140435,-70.39464902,2020-10-18,63476823,open,research
Phyllotis darwinii,-33.5815544,-70.39448683,2020-10-24,63425628,open,research
Liolaemus lemniscatus,-33.58135547,-70.3945823,2020-10-20,63123935,None,research
Liolaemus lemniscatus,-33.58133144,-70.39459638,2020-10-20,63123500,None,research
Liolaemus tenuis,-33.58150965,-70.39453872,2020-10-17,62803381,open,research
Liolaemus chiliensis,-33.58125044,-70.39474625,2020-10-16,62768582,open,research
Liolaemus lemniscatus,-33.58151943,-70.39447904,2020-10-10,62240563,None,research
Liolaemus tenuis,-33.58136859,-70.39454911,2020-10-09,62122289,None,research
Liolaemus tenuis,-33.58130994,-70.39455347,2020-10-07,61958794,open,research
Liolaemus chiliensis,-33.58131943,-70.3945994,2020-09-21,60856645,None,research
Liolaemus lemniscatus,-33.58125547,-70.39441165,2020-09-15,59681474,None,research
Sephanoides sephaniodes,-33.58109793,-70.39451156,2020-09-15,59668701,open,research
Astylus trifasciatus,-33.58128632,-70.39441488,2020-08-31,58175898,None,research
Lithraea caustica,-33.56772474,-70.39873356,2013-07-15,57251452,None,research
Liolaemus chiliensis,-33.581282,-70.3945186,2020-08-02,55206555,None,research
Phymatioderus bizonatus,-33.58123898,-70.39460301,2020-07-30,54844220,None,research
Myotis chiloensis,-33.5728844,-70.40433613,2015-12-20,53917822,open,research
Lasiurus cinereus,-33.57445196,-70.40299256,2015-12-20,53917819,open,research
Liolaemus lemniscatus,-33.58148591,-70.3946108,2020-07-13,53039080,None,research
Galvarinus chilensis coronellina,-33.58132502,-70.39467651,2020-07-13,52958174,open,research
Geositta rufipennis fasciata,-33.58129122,-70.39455581,2020-07-13,52942235,open,research
Liolaemus tenuis,-33.57406109,-70.40069701,2020-02-02,52440492,open,research
Sicarius thomisoides,-33.5705,-70.341333,2013-03-22,52433684,None,research
Sicarius fumosus,-33.5705,-70.341333,2013-03-22,52433683,None,research
Drimys winteri,-33.52468433,-70.40271034,2011-10-16,52232658,None,research
Apis mellifera,-33.53605502,-70.40394332,2016-10-04,52168100,None,research
Drimys winteri,-33.53605502,-70.40394332,2016-10-04,52168099,None,research
Chloraea galeata,-33.54452852,-70.40213544,2015-09-27,51962394,None,research
Scylaticodes chilensis,-33.56177216,-70.40274032,2017-12-11,48184080,None,research
Jolivetia obscura,-33.56446999,-70.39299404,2019-08-02,47661945,None,research
Neoterius mystax,-33.57178056,-70.40294722,2014-04-30,46977925,None,research
Conognatha costipennis,-33.55020556,-70.398925,2014-04-25,46977620,None,research
Gavilea glandulifera,-33.53798611,-70.40325278,2014-12-08,46974194,None,research
Rhopospina fruticeti,-33.58118787,-70.39443143,2020-05-15,46397079,open,research
Sephanoides sephaniodes,-33.58128508,-70.39448708,2020-05-18,46392453,open,research
Zonotrichia capensis,-33.58137669,-70.39459404,2020-05-13,45903775,open,research
Sephanoides sephaniodes,-33.58131357,-70.39460275,2020-05-09,45407038,open,research
Leptasthenura aegithaloides,-33.58149205,-70.39452195,2020-05-09,45406608,open,research
Sephanoides sephaniodes,-33.58146496,-70.39463729,2020-05-08,45298554,open,research
Phrygilus gayi,-33.58117642,-70.39454643,2020-05-02,44644740,open,research
Sephanoides sephaniodes,-33.5813158,-70.39459437,2020-04-29,44267087,open,research
Phrygilus gayi,-33.58137446,-70.39469261,2020-04-11,41903523,open,research
Liolaemus chiliensis,-33.58137558,-70.39461851,2020-04-06,41535201,open,research
Liolaemus lemniscatus,-33.5814334,-70.39466746,2020-04-05,41455809,None,research
Mutisia latifolia,-33.5716309,-70.41213408,2011-12-10,41208790,None,research
Alstroemeria ligtu,-33.57163826,-70.41215369,2011-12-10,41208786,None,research
Schizanthus hookeri,-33.57163734,-70.41214196,2011-12-10,41208785,None,research
Acanthinodera cumingii,-33.5716325,-70.412149,2011-12-09,41208784,open,research
Rhopospina fruticeti,-33.58149401,-70.39468423,2020-03-22,40556639,open,research
Pteroptochos megapodius,-33.57708302,-70.35259179,2012-09-19,40365650,open,research
Phytotoma rara,-33.5815806,-70.39483745,2020-03-20,40290675,open,research
Liolaemus lemniscatus,-33.58175294,-70.39413001,2020-03-17,40135675,None,research
Thylamys elegans,-33.58121413,-70.39455716,2020-02-09,38870100,open,research
Elaenia albiceps chilensis,-33.58130742,-70.39463192,2020-01-28,38057525,open,research
Liolaemus chiliensis,-33.58147243,-70.39463436,2020-01-25,37960582,None,research
Elaenia albiceps chilensis,-33.58140323,-70.39463896,2020-01-23,37872482,open,research
Liolaemus tenuis,-33.58141836,-70.394568,2020-01-18,37716445,open,research
Liolaemus tenuis,-33.54003391,-70.40160637,2016-12-11,37594049,open,research
Lanopini,-33.53993375,-70.40340881,2016-12-11,37594048,None,research
Alstroemeria ligtu simsii,-33.5439399,-70.40212135,2016-12-11,37594046,None,research
Polycesta costata,-33.54194737,-70.40239945,2016-12-11,37594042,None,research
Nemognatha nigrotarsata,-33.54230148,-70.4016407,2016-12-10,37594041,None,research
Elaenia albiceps chilensis,-33.58136625,-70.39461318,2020-01-12,37522905,open,research
Anairetes parulus,-33.58134979,-70.39463123,2020-01-02,37191456,open,research
Elaenia albiceps chilensis,-33.58135234,-70.39468361,2019-12-30,37102999,open,research
Microdon violaceus,-33.57131989,-70.39864818,2019-11-24,36740786,None,research
Calendyma chiliensis,-33.5711989,-70.39898818,2019-11-24,36678216,None,research
Lasionota minor,-33.57144374,-70.39919523,2019-11-24,36678169,None,research
Saropogon gayi,-33.57254815,-70.39974565,2019-11-24,36678096,None,research
Gerstaeckerella chilensis,-33.57176551,-70.39932713,2019-11-24,36678009,None,research
Tyndaris planata,-33.57152588,-70.39853392,2019-11-24,36677976,None,research
Xylocopa augusti,-33.5323084,-70.40897675,2019-10-18,35355169,None,research
Veronica anagallis-aquatica,-33.57637833,-70.40398,2019-11-04,35300190,open,research
Acarospora socialis,-33.5691046,-70.38199774,2019-08-31,35038234,None,research
Cistanthe grandiflora,-33.57160538,-70.38223377,2019-08-31,35038231,None,research
Tropaeolum tricolor,-33.57113604,-70.38144001,2019-08-31,35038228,None,research
Lasionota conjuncta,-33.57341003,-70.3998119,2019-01-07,32838007,None,research
Schinus latifolia,-33.58494045,-70.36477827,2019-04-29,24797739,None,research
Harmonia axyridis,-33.57499877,-70.40186513,2012-04-20,24791251,None,research
Porlieria chilensis,-33.58730333,-70.36573,2019-04-29,24294049,open,research
Bothriurus keyserlingi,-33.58710833,-70.36557,2019-04-29,24293881,None,research
Trichocereus chiloensis,-33.58702833,-70.365745,2019-04-29,24293777,None,research
Cichorium intybus,-33.58843333,-70.366255,2019-04-29,24293692,None,research
Colliguaja odorifera,-33.58747167,-70.36578333,2019-04-29,24293397,None,research
Rachiptera limbata,-33.58768,-70.36568333,2019-04-29,24293218,None,research
Kageneckia oblonga,-33.58765793,-70.36560822,2019-04-29,24129559,open,research
Vachellia caven,-33.58781815,-70.36605072,2019-04-29,24129097,None,research
Tessaria absinthioides,-33.57509995,-70.34369659,2019-04-29,24129013,None,research
Baccharis linearis,-33.5877037,-70.36560059,2019-04-29,24128754,None,research
Cryptocarya alba,-33.58794742,-70.3656121,2019-04-29,24072677,open,research
Trichocereus chiloensis,-33.58784073,-70.36584981,2019-04-29,24071385,None,research
Cryptocarya alba,-33.58847333,-70.36614833,2019-04-29,24055727,open,research
Lithraea caustica,-33.5870915,-70.36607796,2019-04-29,24034099,None,research
Lithraea caustica,-33.588255,-70.36589167,2019-04-29,24015225,None,research
Vespula germanica,-33.58790333,-70.36589167,2019-04-29,24014624,None,research
Quillaja saponaria,-33.587565,-70.36570333,2019-04-29,24001727,None,research
Lithraea caustica,-33.58756,-70.36565333,2019-04-29,24001197,None,research
Colliguaja odorifera,-33.58702479,-70.36567136,2019-04-29,23986103,None,research
Kageneckia oblonga,-33.5871913,-70.3655592,2019-04-29,23985719,None,research
Cryptocarya alba,-33.58865299,-70.36628362,2019-04-29,23976218,open,research
Rachiptera limbata,-33.58861923,-70.36685181,2018-02-09,23845289,None,research
Lithraea caustica,-33.57792167,-70.40905885,2019-04-19,22721066,None,research
Quillaja saponaria,-33.57789363,-70.40859274,2019-04-19,22720970,None,research
Lithraea caustica,-33.58687107,-70.36558754,2019-03-28,21737883,None,research
Callopistes maculatus,-33.55650954,-70.37742119,2019-03-17,21670448,None,research
Sphex latreillei,-33.57014846,-70.34790516,2013-11-29,10877373,None,research
Philodryas chamissonis,-33.5450073,-70.40150642,2016-01-03,9702709,open,research
Liolaemus nitidus,-33.55464621,-70.39760113,2016-01-03,9702692,None,research
???,-33.58489291,-70.37282218,2023-04-02,155035408,None,needs_id
???,-33.57791902,-70.38767912,2023-04-02,153637019,None,needs_id
???,-33.58326701,-70.38218492,2023-04-02,153631216,None,needs_id
???,-33.58205764,-70.3806311,2023-04-02,153630847,None,needs_id
???,-33.58183587,-70.37948568,2023-04-02,153630498,None,needs_id
???,-33.58109232,-70.38243354,2023-04-02,153629997,None,needs_id
???,-33.58239729,-70.38138212,2023-04-02,153629512,None,needs_id
???,-33.53723386,-70.38707312,2022-12-12,152370907,None,needs_id
???,-33.577814,-70.38975167,2023-03-12,150979659,None,needs_id
???,-33.53697,-70.403275,2023-01-24,149270687,open,needs_id
???,-33.56431165,-70.39604981,2023-02-04,148353262,None,needs_id
???,-33.58096622,-70.3965222,2023-02-07,148274876,None,needs_id
???,-33.57199667,-70.400695,2023-02-04,148063513,None,needs_id
???,-33.580057,-70.3965926,2023-01-22,147952112,None,needs_id
???,-33.57747805,-70.39194024,2023-01-22,147133255,None,needs_id
???,-33.57726285,-70.39206119,2023-01-22,147125214,None,needs_id
???,-33.57721851,-70.39183413,2023-01-22,147125122,None,needs_id
???,-33.58539167,-70.38901111,2022-12-24,146787064,None,needs_id
???,-33.58833611,-70.38944444,2023-01-15,146786783,None,needs_id
???,-33.58538611,-70.38903056,2023-01-16,146786685,None,needs_id
???,-33.56374428,-70.39622717,2022-11-03,146381364,None,needs_id
???,-33.5764046,-70.4030538,2023-01-09,146206731,None,needs_id
???,-33.57642297,-70.40306497,2023-01-04,145841157,None,needs_id
???,-33.55774686,-70.38134,2023-01-01,145698210,None,needs_id
???,-33.55783842,-70.38165281,2023-01-01,145698191,None,needs_id
???,-33.57688653,-70.35767108,2022-12-09,144223882,None,needs_id
???,-33.58761881,-70.39374285,2022-12-11,144173911,open,needs_id
???,-33.577095,-70.406105,2022-12-09,144172023,None,needs_id
???,-33.540195,-70.40316167,2022-12-10,144108129,open,needs_id
???,-33.57791111,-70.36479604,2022-11-30,144085669,None,needs_id
???,-33.58395672,-70.36375534,2022-12-09,144037484,None,needs_id
???,-33.57648987,-70.35785045,2022-12-09,144034474,None,needs_id
???,-33.577222,-70.35784341,2022-12-09,144034464,None,needs_id
???,-33.57685859,-70.35778776,2022-12-09,144034442,None,needs_id
???,-33.576453,-70.40298797,2022-12-03,143560182,None,needs_id
???,-33.5866808,-70.3929475,2022-12-02,143526074,None,needs_id
???,-33.58003833,-70.39473667,2022-11-27,143206207,None,needs_id
???,-33.58102432,-70.39652412,2022-11-19,142445126,open,needs_id
???,-33.57635197,-70.40311697,2022-11-16,142217724,None,needs_id
???,-33.58116599,-70.39629854,2022-11-13,141983462,None,needs_id
???,-33.581206,-70.3961176,2022-11-13,141983460,None,needs_id
???,-33.58132687,-70.39618857,2022-11-13,141983459,None,needs_id
???,-33.57868785,-70.39510219,2022-11-13,141983454,None,needs_id
???,-33.57859787,-70.39511579,2022-11-13,141983453,None,needs_id
???,-33.577876,-70.393631,2022-11-13,141983450,None,needs_id
???,-33.57688213,-70.39350174,2022-11-13,141983449,None,needs_id
???,-33.576638,-70.39356409,2022-11-13,141983448,None,needs_id
???,-33.58130186,-70.39596203,2022-11-13,141983447,None,needs_id
???,-33.57739233,-70.39091555,2022-11-13,141950943,None,needs_id
???,-33.57779966,-70.39075462,2022-11-13,141950941,None,needs_id
???,-33.5774141,-70.39114354,2022-11-13,141950940,None,needs_id
???,-33.57762415,-70.39064614,2022-11-13,141950936,None,needs_id
???,-33.5778288,-70.39107262,2022-11-13,141950935,None,needs_id
???,-33.57752565,-70.39113699,2022-11-13,141950934,None,needs_id
???,-33.5776957,-70.39098032,2022-11-13,141950927,None,needs_id
???,-33.57759218,-70.39086278,2022-11-13,141950920,None,needs_id
???,-33.5775235,-70.39086106,2022-11-13,141950919,None,needs_id
???,-33.57782592,-70.39406214,2022-11-13,141940697,None,needs_id
???,-33.57806055,-70.39434646,2022-11-13,141940696,None,needs_id
???,-33.57792424,-70.3942955,2022-11-13,141940695,None,needs_id
???,-33.57800916,-70.3940398,2022-11-13,141940694,None,needs_id
???,-33.57788849,-70.3943268,2022-11-13,141940692,None,needs_id
???,-33.57793541,-70.39406571,2022-11-13,141940688,None,needs_id
???,-33.57806055,-70.39422933,2022-11-13,141940687,None,needs_id
???,-33.577962,-70.394173,2022-11-13,141940684,None,needs_id
???,-33.57797764,-70.39419982,2022-11-13,141940683,None,needs_id
???,-33.58003056,-70.39665833,2022-11-13,141937075,None,needs_id
???,-33.57945278,-70.39550278,2022-11-13,141937073,None,needs_id
???,-33.58001667,-70.39620556,2022-11-13,141937071,None,needs_id
???,-33.58003611,-70.396275,2022-11-13,141937070,None,needs_id
???,-33.58025,-70.39669444,2022-11-13,141935721,None,needs_id
???,-33.57982,-70.395179,2022-11-13,141934015,None,needs_id
???,-33.55985555,-70.3872861,2022-11-13,141928551,None,needs_id
???,-33.56179518,-70.39195071,2022-11-13,141927350,None,needs_id
???,-33.56355172,-70.39457873,2022-11-13,141927342,None,needs_id
???,-33.56350894,-70.39459363,2022-11-13,141927328,None,needs_id
???,-33.57820875,-70.39705763,2022-11-13,141910368,None,needs_id
???,-33.57966928,-70.39699016,2022-11-13,141909574,None,needs_id
???,-33.58023847,-70.39677116,2022-11-13,141909205,None,needs_id
???,-33.58078851,-70.39756796,2022-11-13,141909077,None,needs_id
???,-33.581098,-70.3975832,2022-11-13,141909015,None,needs_id
???,-33.58028012,-70.39664902,2022-11-13,141908640,None,needs_id
???,-33.58202805,-70.39754138,2022-11-13,141908010,None,needs_id
???,-33.57536582,-70.40237781,2021-10-31,141161279,None,needs_id
???,-33.57638037,-70.40304702,2021-02-28,141159081,None,needs_id
???,-33.5763999,-70.4030615,2021-04-24,141158097,None,needs_id
???,-33.57644238,-70.40303025,2021-08-28,141157314,None,needs_id
???,-33.57821333,-70.37359667,2022-10-25,141104866,None,needs_id
???,-33.536454,-70.396327,2022-10-30,140935107,None,needs_id
???,-33.536454,-70.396327,2022-10-30,140935044,None,needs_id
???,-33.5378489,-70.4029403,2022-10-30,140935043,None,needs_id
???,-33.579045,-70.38799167,2022-10-26,140932156,None,needs_id
???,-33.58229526,-70.38043512,2021-09-25,140924467,None,needs_id
???,-33.57619531,-70.39607621,2022-09-10,140924399,None,needs_id
???,-33.53771426,-70.4029404,2022-10-31,140829588,None,needs_id
???,-33.57818458,-70.37553582,2022-10-26,140186200,None,needs_id
???,-33.5776447,-70.37207311,2022-10-25,140186199,None,needs_id
???,-33.5771799,-70.36962694,2022-10-25,140186198,None,needs_id
???,-33.57542791,-70.38559145,2022-10-25,140186197,None,needs_id
???,-33.57543405,-70.38735097,2022-10-25,140186196,None,needs_id
???,-33.579025,-70.38798667,2022-10-26,140157647,open,needs_id
???,-33.57655,-70.36755333,2022-10-25,140157535,None,needs_id
???,-33.57747167,-70.37026167,2022-10-25,140157359,None,needs_id
???,-33.57774667,-70.37132167,2022-10-25,140157292,None,needs_id
???,-33.57760333,-70.37152167,2022-10-25,140157238,None,needs_id
???,-33.578435,-70.377037,2022-10-20,139632977,open,needs_id
???,-33.579151,-70.380642,2022-10-20,139632664,None,needs_id
???,-33.580152,-70.382959,2022-10-20,139632415,None,needs_id
???,-33.579906,-70.396125,2022-10-20,139631877,open,needs_id
???,-33.580049,-70.39591,2022-10-20,139631570,None,needs_id
???,-33.5657,-70.3971,2021-11-29,138402437,None,needs_id
???,-33.5657,-70.3971,2021-11-29,138395756,None,needs_id
???,-33.5657,-70.3971,2021-11-29,138395754,None,needs_id
???,-33.5657,-70.3971,2021-11-29,138395747,None,needs_id
???,-33.5657,-70.3971,2021-11-29,138395741,None,needs_id
???,-33.57576134,-70.39855336,2021-11-29,138395740,None,needs_id
???,-33.57577073,-70.39853767,2021-11-29,138395739,None,needs_id
???,-33.57990607,-70.39512126,2021-11-29,138395738,None,needs_id
???,-33.57380588,-70.39827355,2021-11-29,138395737,None,needs_id
???,-33.58181111,-70.39451389,2022-10-08,138325501,None,needs_id
???,-33.57728611,-70.39293611,2022-10-08,138176507,None,needs_id
???,-33.58049801,-70.39643462,2022-10-08,138054731,None,needs_id
???,-33.586605,-70.36628667,2022-10-02,138045318,None,needs_id
???,-33.58188333,-70.39478056,2022-10-08,138028318,None,needs_id
???,-33.585555,-70.365975,2022-10-02,138009720,None,needs_id
???,-33.58150429,-70.39504943,2022-10-08,137997742,None,needs_id
???,-33.58183958,-70.39453626,2022-10-08,137994255,None,needs_id
???,-33.58197222,-70.39510278,2022-10-08,137993567,None,needs_id
???,-33.58726319,-70.3663314,2022-10-02,137811777,None,needs_id
???,-33.57864742,-70.39120261,2022-09-10,137018013,None,needs_id
???,-33.57865556,-70.37706667,2022-09-10,134841816,None,needs_id
???,-33.56350833,-70.36608056,2022-09-10,134840756,None,needs_id
???,-33.5861585,-70.39706469,2022-08-30,133004828,None,needs_id
???,-33.55632893,-70.37567294,2022-08-13,131027733,None,needs_id
???,-33.54548765,-70.40179912,2022-06-30,127774514,None,needs_id
???,-33.54508163,-70.40188026,2022-06-30,126832373,None,needs_id
???,-33.57843292,-70.38968275,2022-07-11,125839196,None,needs_id
???,-33.5769,-70.3919,2022-07-03,125800473,None,needs_id
???,-33.5769,-70.3919,2022-07-03,125800471,None,needs_id
???,-33.57832167,-70.38266167,2022-07-02,125495994,None,needs_id
???,-33.57833833,-70.3823,2022-07-02,125495709,None,needs_id
???,-33.55144499,-70.39967594,2022-02-03,123632985,None,needs_id
???,-33.5521094,-70.39983557,2022-02-02,123632755,None,needs_id
???,-33.55158255,-70.399491,2022-02-02,123632730,None,needs_id
???,-33.54107,-70.403345,2021-10-11,106813036,None,needs_id
???,-33.55296333,-70.39900333,2022-02-02,106217334,None,needs_id
???,-33.55234167,-70.399475,2022-02-02,106217179,None,needs_id
???,-33.552095,-70.399825,2022-02-02,106217121,None,needs_id
???,-33.55173667,-70.40046667,2022-02-02,106216953,None,needs_id
???,-33.553375,-70.398895,2022-02-02,106216756,None,needs_id
???,-33.550305,-70.39849667,2022-02-03,106216606,None,needs_id
???,-33.548595,-70.39988,2022-02-03,106194084,None,needs_id
???,-33.55272833,-70.399025,2022-02-04,106193904,None,needs_id
???,-33.55253833,-70.39875833,2022-02-04,106193860,None,needs_id
???,-33.58013889,-70.40702778,2019-10-06,105926101,None,needs_id
???,-33.580155,-70.39673667,2022-01-11,104810932,None,needs_id
???,-33.57048167,-70.38346667,2022-01-11,104780148,None,needs_id
???,-33.53659683,-70.40049746,2021-12-13,104642349,None,needs_id
???,-33.53530864,-70.39895786,2021-06-02,104642234,None,needs_id
???,-33.53295884,-70.40058997,2021-11-23,104618608,None,needs_id
???,-33.53312261,-70.3977579,2021-12-11,104618465,None,needs_id
???,-33.5308143,-70.40309359,2021-12-08,104584981,None,needs_id
???,-33.53410356,-70.39938834,2021-12-10,104583729,None,needs_id
???,-33.53625174,-70.40275027,2021-12-10,104583464,None,needs_id
???,-33.5330192,-70.40342105,2021-12-09,104573986,None,needs_id
???,-33.53387775,-70.40376438,2021-06-02,104573925,None,needs_id
???,-33.53273302,-70.40204776,2021-11-24,104573787,None,needs_id
???,-33.52844016,-70.40239108,2021-06-02,104573662,None,needs_id
???,-33.53502246,-70.40239108,2021-03-04,104572724,None,needs_id
???,-33.53731184,-70.40307773,2021-12-08,104572520,None,needs_id
???,-33.53502246,-70.39689792,2021-06-02,104572487,None,needs_id
???,-33.53216065,-70.39552463,2021-12-09,104572309,None,needs_id
???,-33.53616716,-70.40170444,2021-06-02,104572182,None,needs_id
???,-33.5378489,-70.4029403,2021-06-03,104487241,None,needs_id
???,-33.5378489,-70.4029403,2021-06-03,104487176,None,needs_id
???,-33.5378489,-70.4029403,2021-06-03,104487109,None,needs_id
???,-33.5378489,-70.4029403,2021-06-03,104486747,None,needs_id
???,-33.5378489,-70.4029403,2021-06-03,104469088,None,needs_id
???,-33.5378489,-70.4029403,2021-06-02,104466507,None,needs_id
???,-33.5378489,-70.4029403,2021-06-03,104462932,None,needs_id
???,-33.5378489,-70.4029403,2021-06-03,104460582,None,needs_id
???,-33.5378489,-70.4029403,2021-06-03,104460535,None,needs_id
???,-33.5378489,-70.4029403,2021-06-03,104460495,None,needs_id
???,-33.58341167,-70.39469167,2021-11-14,101166745,None,needs_id
???,-33.57701333,-70.398125,2021-11-14,101166613,None,needs_id
???,-33.58022833,-70.39682,2021-11-14,101166523,None,needs_id
???,-33.57502,-70.39873667,2021-11-14,101166268,None,needs_id
???,-33.55021333,-70.39983333,2021-11-14,101165964,None,needs_id
???,-33.57899494,-70.39484079,2021-11-07,100531184,None,needs_id
???,-33.55289667,-70.39785,2021-10-21,99951112,None,needs_id
???,-33.55315333,-70.397955,2021-10-22,99951023,None,needs_id
???,-33.55297167,-70.39784167,2021-10-22,99951001,None,needs_id
???,-33.56376667,-70.396155,2021-10-31,99949203,None,needs_id
???,-33.577025,-70.39820833,2021-10-24,99347158,None,needs_id
???,-33.58753333,-70.36659167,2021-10-23,99265523,None,needs_id
???,-33.58757833,-70.36658667,2021-10-23,99265458,None,needs_id
???,-33.58757833,-70.36637167,2021-10-23,99265164,None,needs_id
???,-33.58730833,-70.36641667,2021-10-23,99265099,None,needs_id
???,-33.5858,-70.36605,2021-10-23,99264965,None,needs_id
???,-33.58584167,-70.36608833,2021-10-23,99264614,None,needs_id
???,-33.585955,-70.36605,2021-10-23,99264500,None,needs_id
???,-33.58651667,-70.366325,2021-10-23,99264355,None,needs_id
???,-33.58713,-70.36647833,2021-10-23,99263807,None,needs_id
???,-33.58741167,-70.36676167,2021-10-23,99259823,None,needs_id
???,-33.58746333,-70.366455,2021-10-23,99258928,None,needs_id
???,-33.58547,-70.36546333,2021-10-23,99258282,None,needs_id
???,-33.58508667,-70.36551667,2021-10-23,99247037,None,needs_id
???,-33.58509667,-70.365775,2021-10-23,99246951,None,needs_id
???,-33.58529667,-70.36537167,2021-10-23,99246288,None,needs_id
???,-33.56597697,-70.396906,2021-10-16,98664166,None,needs_id
???,-33.570833,-70.345961,2021-10-09,97999530,None,needs_id
???,-33.58361142,-70.3798021,2021-10-09,97717563,None,needs_id
???,-33.58454167,-70.38468833,2021-07-04,93216722,None,needs_id
???,-33.585445,-70.38476667,2021-07-04,93216574,None,needs_id
???,-33.55716531,-70.39798918,2020-12-20,93152284,None,needs_id
???,-33.55697577,-70.39777139,2020-12-20,93152166,open,needs_id
???,-33.55451928,-70.39791749,2020-12-20,93047913,None,needs_id
???,-33.58132011,-70.39448556,2021-04-18,74372077,None,needs_id
???,-33.56946922,-70.41332176,2021-02-24,70121674,None,needs_id
???,-33.58403912,-70.36442019,2021-02-15,69640589,None,needs_id
???,-33.58522562,-70.36523022,2021-02-15,69636361,None,needs_id
???,-33.58359697,-70.36398366,2021-02-15,69628325,None,needs_id
???,-33.58406538,-70.3644802,2021-02-15,69626188,None,needs_id
???,-33.58398829,-70.36457945,2021-02-15,69625566,None,needs_id
???,-33.58426452,-70.36402121,2021-02-15,69619978,None,needs_id
???,-33.58406202,-70.36469311,2021-02-14,69611480,None,needs_id
???,-33.58028874,-70.36112946,2021-02-12,69500400,None,needs_id
???,-33.58361652,-70.36355753,2021-02-11,69451955,None,needs_id
???,-33.5850977,-70.36555812,2021-02-10,69387882,open,needs_id
???,-33.58384612,-70.36478799,2021-02-10,69378204,None,needs_id
???,-33.58457204,-70.36433369,2021-02-10,69366724,None,needs_id
